Timestamp,Seconds_Offset,Text_Label,Text_Valence,Audio_Label,Audio_Valence,Transcript,Timestamp_ms,Time_Str,Lat,Lon,Void,Bio,Tech,Entropy,GSR,MOD
2026-01-16 12:00:38,0.0,neutral,0.0,hap,0.701,So just tell me a little bit about what kind of sound you're hearing right now. Like what kind of sound you're hearing right now? Like paper being you know. Oh that's a material one so people just say that.,158530.0,12:00:38,45.432679,12.357825,0.2,0.02,0.03,0.75,344.0,1.06
2026-01-16 12:00:46,8.0,neutral,0.0,sad,-0.552,right now. What kind of sound you're hearing right now? Like paper being... Oh that's a material one. So people just building the brick. So they just match those concrete into the building. That's a material one.,165798.0,12:00:46,45.432697,12.357866,0.18,0.05,0.1,0.67,331.0,1.06
2026-01-16 12:00:54,16.0,neutral,0.0,hap,0.583,"Oh, that's a material one. So people just building the brick. So they just match those concrete into the building. That's a material one. Okay. Yeah, you hear the material one now. And the void sounds like a void. Like a little bit sci-fi void. The c-fac. The sci-fi.",173189.0,12:00:53,45.432709,12.357919,0.03,0.01,0.01,0.95,331.0,1.06
2026-01-16 12:01:02,24.0,neutral,0.0,hap,0.843,"concrete into the building that's the material one. Okay. Yeah, you hear the material one now. And the void sounds like a void, like a little bit sci-fi void, those effects, the sci-fi void, the sci-fi sound effect. Yeah. You can hear it as a background. Yeah. Yeah, that's a void. If I can, yeah, I can't. And let's see.",180717.0,12:01:01,45.432732,12.357958,0.0,0.0,0.0,0.99,344.0,1.06
2026-01-16 12:01:10,32.0,neutral,0.0,sad,-0.875,"like a void, like a little bit sci-fi void, those effects, the sci-fi void, the sci-fi sound effect. You can hear it as a background, yeah, yeah, that's a void. And let's see if we see other stuff. Based on the way it decided. Yeah, yeah. It's gonna change every single thing.",188383.0,12:01:08,45.432784,12.358003,0.62,0.0,0.0,0.38,344.0,1.06
2026-01-16 12:01:18,40.0,neutral,0.0,sad,-0.562,"Yeah, that's a void and let's see if we see other stuff Yeah, yeah It's gonna change every six seconds",196181.0,12:01:16,45.432802,12.358029,0.08,0.0,0.01,0.91,344.0,1.06
2026-01-16 12:01:26,48.0,neutral,0.0,sad,-0.701,"Yeah, yeah. It's gonna change hour six seconds. So, at the beginning of our rules, like can tell me some reason why you'll pick this rules. This particular way.",204118.0,12:01:24,45.432819,12.358095,0.46,0.0,0.06,0.48,340.0,1.06
2026-01-16 12:01:34,56.0,neutral,0.0,hap,0.493,"So, at the beginning of our routes, can you tell me some reason why you pick this route? This particular way? Like can you tell me some reasons why you choose this particular way to walk? So I think it's a little bit... Yeah.",212052.0,12:01:32,45.432826,12.358163,0.01,0.0,0.96,0.02,345.0,1.06
2026-01-16 12:01:42,64.0,neutral,0.0,sad,-0.789,"some reason why you pick this rules, this particular way. Like, can you tell me some reasons, like why you choose this particular way to walk. So I think it's a little bit, yeah. Yeah, like, can you tell me something why you choose this particular way? Oh, uh, because I don't know, I just went.",219988.0,12:01:40,45.432828,12.358223,0.02,0.0,0.01,0.97,342.0,1.06
2026-01-16 12:01:50,72.0,neutral,0.0,sad,-0.728,way to walk. So I think it's a little bit yeah yeah like can you tell me something why why you choose this particular way? Oh because I don't know I just went okay yeah okay it's a bit of a dead end uh-huh yeah,227926.0,12:01:48,45.432816,12.358305,0.97,0.0,0.0,0.03,335.0,1.06
2026-01-16 12:01:58,80.0,neutral,0.0,sad,-0.538,"Yeah. Because I don't know, I just went. Okay. Yeah. Okay. It's a bit of a dead end. Uh-huh. Yeah.",235861.0,12:01:56,45.432817,12.358423,0.39,0.0,0.09,0.52,344.0,1.06
2026-01-16 12:02:06,88.0,neutral,0.0,sad,-0.943,Yeah. So it's not that fast. The module needs to require six seconds to recognize scenes.,243806.0,12:02:04,45.432796,12.358514,0.05,0.0,0.05,0.91,355.0,1.06
2026-01-16 12:02:14,96.0,neutral,0.0,sad,-0.801,"So it's not that fast. The module needs to require 6 seconds to recognize scenes. Okay. So if you're trying to make it change, so maybe stand for a little bit longer. Okay. Okay.",251750.0,12:02:12,45.432792,12.358537,0.18,0.05,0.01,0.76,347.0,1.06
2026-01-16 12:02:22,104.0,neutral,0.0,sad,-0.942,"the module need to require 6 seconds to recognize scenes. So if you're trying to make it change, so maybe stand for a little bit longer. Okay. I'm gonna try to. Yeah. Look at that. I hear like a plane's flying.",259690.0,12:02:19,45.432805,12.358599,0.06,0.0,0.01,0.93,350.0,1.06
2026-01-16 12:02:30,112.0,positive,0.57,sad,-0.767,longer okay I'm gonna try to yeah yeah yeah yeah yeah like a boat like a motor,267634.0,12:02:27,45.43283,12.358675,0.09,0.0,0.09,0.82,352.0,1.06
2026-01-16 12:02:38,120.0,neutral,0.0,hap,0.543,"Look at that now, I hear like a plain sound. Yeah, yeah. Yeah, yeah. Yeah. Like a boat, like a motel. Yeah, yeah, yeah, yeah. Like the impulse, the impulse. Yeah, yeah.",275625.0,12:02:35,45.432828,12.358681,0.82,0.01,0.05,0.12,358.0,1.06
2026-01-16 12:02:46,128.0,neutral,0.0,sad,-0.815,"Like a boat, like a motor. Yeah, like the poles, the poles. I'd say the road. Yeah, you'd say the roads.",283573.0,12:02:43,45.432849,12.358764,0.2,0.1,0.46,0.25,347.0,1.06
2026-01-16 12:02:54,136.0,neutral,0.0,sad,-0.984,"Yeah, yeah. Yeah. Yeah, you decide the rules. Yeah, you decide the rules. Just remember the question we introduce to you, like where you feel belonging.",291521.0,12:02:51,45.432851,12.358776,0.08,0.03,0.86,0.03,357.0,1.06
2026-01-16 12:03:02,144.0,neutral,0.0,sad,-0.663,"I'd say the rules. Yeah, you decide the rules. Just remember the question we introduce to you, like where you feel belonging, where you feel like you are the... Yeah, yeah.",299473.0,12:02:59,45.432852,12.358781,0.32,0.0,0.37,0.3,355.0,1.06
2026-01-16 12:03:10,152.0,positive,0.661,neu,0.0,"where you feel belonging, where you feel like you are the...",307425.0,12:03:07,45.432854,12.358785,0.34,0.01,0.53,0.13,354.0,1.06
2026-01-16 12:03:18,160.0,positive,0.834,sad,-0.835,Thank you.,315491.0,12:03:15,45.432871,12.358857,0.01,0.02,0.0,0.97,355.0,1.06
2026-01-16 12:03:26,168.0,positive,0.834,sad,-0.981,Thank you.,323447.0,12:03:23,45.432895,12.358948,0.68,0.01,0.09,0.22,353.0,1.06
2026-01-16 12:03:34,176.0,neutral,0.0,sad,-0.961,Okay.,331404.0,12:03:31,45.432923,12.35904,0.21,0.0,0.67,0.11,347.0,1.06
2026-01-16 12:03:42,184.0,neutral,0.0,sad,-0.962,And they change off the song.,339361.0,12:03:39,45.432954,12.35912,0.29,0.13,0.36,0.22,367.0,1.07
2026-01-16 12:03:50,192.0,neutral,0.0,sad,-0.981,And they change after sound. So this one is probably a voice sound. So this one probably just a voice sound. Because yeah. Yeah.,347317.0,12:03:47,45.432962,12.359197,0.19,0.26,0.55,0.0,355.0,1.06
2026-01-16 12:03:58,200.0,neutral,0.0,sad,-0.681,"Any change after sound? No, over here you will see some more. So this one's probably a voice sound. So this one probably just a voice sound. Because yeah, yeah. The thing you're going to recognize is like this one, the peel in break. This is the material one, if you're trying to let it in the wrong way.",355275.0,12:03:55,45.432972,12.359223,0.18,0.04,0.71,0.07,356.0,1.06
2026-01-16 12:04:06,208.0,neutral,0.0,sad,-0.873,just the voice out because yeah yeah yeah the things you can recognize is like this one the building break this is the material one if you're trying to let it you know round in you can hear people building this wall yeah yeah and if you like,363232.0,12:04:03,45.433023,12.359198,0.56,0.1,0.31,0.03,345.0,1.06
2026-01-16 12:04:14,216.0,neutral,0.0,sad,-0.884,"This is the material one. If you're trying to let it run in, you can hear people building this wall. Yeah. And if you like, I probably need to help you to do that. Use a camera or see those lines and the control box. It's going to be the technical one.",371191.0,12:04:11,45.433073,12.359148,0.59,0.02,0.28,0.11,362.0,1.07
2026-01-16 12:04:22,224.0,neutral,0.0,neu,0.0,"And if you like, I probably need to help you to do that. You can use a camera or see those lines and the control box. It's gonna be the technical one. It's a tech one. So you want to try it. So I'm gonna help you to do this.",379146.0,12:04:19,45.433071,12.359139,0.97,0.0,0.01,0.02,358.0,1.06
2026-01-16 12:04:30,232.0,positive,0.552,sad,-0.831,and the control box it's gonna be the technical one. It's a tech one so you want to try it so I'm gonna help you to do this. It's gonna look that way. Just give it a second. You're probably gonna hear,387097.0,12:04:27,45.433083,12.359131,0.23,0.03,0.17,0.57,363.0,1.07
2026-01-16 12:04:38,240.0,neutral,0.0,sad,-0.738,"I'm gonna help you to do this. It's gonna... It seems gonna look that way. Just give it a second. You're probably gonna hear some kind of glitch sound. It's changed. No, no, I hear it.",395056.0,12:04:35,45.43309,12.359122,0.74,0.0,0.0,0.25,362.0,1.07
2026-01-16 12:04:46,248.0,neutral,0.0,sad,-0.999,"I'm just curious seconds. You're probably gonna hear some kind of glitch sound. It's strange. No, no, I hear it. Yeah. Some technical misfunction. Yeah, yeah, yeah. That's our text sound.",403013.0,12:04:43,45.433099,12.359115,0.65,0.01,0.0,0.34,365.0,1.07
2026-01-16 12:04:54,256.0,negative,-0.712,sad,-0.876,"Yeah. Some technical misfunction. Yeah, that's our text song. Yeah. Yeah.",410975.0,12:04:51,45.433117,12.359137,0.94,0.04,0.0,0.01,367.0,1.07
2026-01-16 12:05:02,264.0,neutral,0.0,sad,-0.9,"Yeah, yeah, that's our tax on. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. It's like we're back to the street. Mm-hmm.",418941.0,12:04:59,45.433118,12.359128,0.21,0.01,0.0,0.78,367.0,1.07
2026-01-16 12:05:10,272.0,neutral,0.0,sad,-0.876,I'm going to go back to the street.,426906.0,12:05:07,45.433123,12.359112,0.0,0.02,0.97,0.01,368.0,1.07
2026-01-16 12:05:18,280.0,neutral,0.0,hap,0.487,"like way back to the street. And you can record my emotions? Yeah, yeah, yeah, based on J. So after G-Surfing, also have some effects on the sound. So the more you'll feel nervous or stressed,",434871.0,12:05:15,45.433123,12.359103,0.02,0.02,0.84,0.11,371.0,1.07
2026-01-16 12:05:26,288.0,neutral,0.0,hap,0.598,"You record my emotions? Yeah, yeah. Yeah, based on J. So after G-SIRCAN also have some effects on the sound. So the more you feel nervous or stressed, the more sounds going to be more like speed up a little bit. And if you feel like more relaxed, it's going to be lower.",442840.0,12:05:23,45.433127,12.359099,0.0,0.01,0.09,0.89,366.0,1.07
2026-01-16 12:05:34,296.0,neutral,0.0,sad,-0.884,"more you feel nervous or stressed, the more sounds going to be more like speed up a little bit bit. And if you feel like more relaxed, it's going to be lower speed. But it's pulling all that obvious, you know. Yeah.",450809.0,12:05:31,45.433136,12.359095,0.31,0.16,0.48,0.05,369.0,1.07
2026-01-16 12:05:42,304.0,neutral,0.0,sad,-0.945,bit and if you feel like more relax it's going to be lower speed but it's falling now that obvious you know,458778.0,12:05:39,45.433196,12.359081,0.08,0.06,0.8,0.06,374.0,1.07
2026-01-16 12:05:50,312.0,neutral,0.0,sad,-0.561,Yeah.,466747.0,12:05:47,45.43323,12.359067,0.01,0.0,0.99,0.0,365.0,1.07
2026-01-16 12:05:58,320.0,positive,0.834,neu,0.0,Thank you.,474717.0,12:05:54,45.433269,12.359031,0.05,0.0,0.01,0.94,351.0,1.06
2026-01-16 12:06:06,328.0,neutral,0.0,hap,0.847,And what about we want to do?,482687.0,12:06:02,45.43331,12.358999,0.01,0.07,0.92,0.0,347.0,1.06
2026-01-16 12:06:14,336.0,neutral,0.0,hap,0.967,"The water is white. The engine used in the Indian house, the Yadavani. That's also the water.",490654.0,12:06:10,45.433367,12.358946,0.04,0.01,0.02,0.93,347.0,1.06
2026-01-16 12:06:22,344.0,neutral,0.0,sad,-0.795,"And what about water? Water is white. It's the white sound. The engine used to have the engine in-house. Yeah, that one. Not see also the water. And still got like one is the bio sound. Sorry? It's a bio sound. Yeah. Yeah.",498631.0,12:06:18,45.433413,12.358867,0.74,0.03,0.14,0.09,347.0,1.06
2026-01-16 12:06:30,352.0,neutral,0.0,hap,0.807,"The engine you said, the engine in-house, yeah that one, not see also the water. And we still got like one is a bio sound, the bio which is going to recognize like the small small plants like this one. You can get a bit closer and wait till it's",506606.0,12:06:26,45.433479,12.358783,0.18,0.03,0.2,0.59,344.0,1.06
2026-01-16 12:06:38,360.0,neutral,0.0,sad,-0.603,"And we're still going to like one is a bio sound. Is it? The bio which is going to recognize like the small, small plants. Like this one. You can get a bit closer and wait till to listen to the sounds change. Yeah.",514585.0,12:06:34,45.433534,12.358695,0.18,0.02,0.01,0.79,346.0,1.06
2026-01-16 12:06:46,368.0,neutral,0.0,sad,-0.67,like this one you can get a bit closer and wait till to listen to the sounds change yeah just let it and it just it's gonna be like a ring forest like,522562.0,12:06:42,45.433597,12.358634,0.73,0.01,0.03,0.23,350.0,1.06
2026-01-16 12:06:54,376.0,neutral,0.0,sad,-0.949,"Yeah, it's just a, I just, it's gonna be like a ring forest like with some birds, birds something like that.",530538.0,12:06:50,45.433656,12.358613,0.41,0.02,0.09,0.49,361.0,1.07
2026-01-16 12:07:02,384.0,positive,0.622,sad,-0.897,"It's gonna be like a ring forest like with some birds. Birds, some like that. It's probably gonna recognize it has a nice material, not pretty sure.",538523.0,12:06:58,45.433677,12.358658,0.03,0.1,0.01,0.86,362.0,1.07
2026-01-16 12:07:10,392.0,positive,0.767,sad,-0.81,"It's probably going to recognize it has a nice material, not pretty sure. And, but all? It's changed? Yeah. Yeah.",546503.0,12:07:06,45.433691,12.358721,0.56,0.0,0.0,0.43,357.0,1.06
2026-01-16 12:07:18,400.0,neutral,0.0,hap,0.941,"Not pretty sure. Is it changed? Yeah, yeah. I mean, now just reading in Joiler Mix. Yeah. Yeah.",554484.0,12:07:14,45.433714,12.358761,0.03,0.02,0.0,0.95,362.0,1.07
2026-01-16 12:07:26,408.0,neutral,0.0,sad,-0.514,"I mean, now just reading Injuiler Mix.",562466.0,12:07:22,45.433763,12.3588,0.0,0.93,0.0,0.07,362.0,1.07
2026-01-16 12:07:34,416.0,positive,0.665,hap,0.677,"enjoy the mix. Yeah. No, no, no. Yeah, wait, this is about all the space.",570457.0,12:07:30,45.433748,12.358833,0.01,0.96,0.0,0.03,363.0,1.07
2026-01-16 12:07:42,424.0,neutral,0.0,sad,-0.703,"No, no. Yeah, this is about the space, the urban space. So you're quite familiar with the urban space?",578457.0,12:07:38,45.433769,12.358824,0.0,1.0,0.0,0.0,360.0,1.07
2026-01-16 12:07:50,432.0,positive,0.589,sad,-0.925,"Yeah, this is about the urban space. So you're quite familiar with this area? Like you're quite familiar with this area? Oh yeah. Okay, you live here? Yeah. Okay, okay.",586457.0,12:07:46,45.433796,12.35886,0.09,0.02,0.43,0.45,368.0,1.07
2026-01-16 12:07:58,440.0,positive,0.726,sad,-0.561,"So you're quite familiar with this area? Like you're quite familiar with this area? Oh yeah. Okay, you'll leave here? Yeah. Okay, okay. Oh. Oh. Yeah. Oh, this is an interesting sound.",594444.0,12:07:54,45.433825,12.358956,0.18,0.04,0.07,0.71,361.0,1.07
